judul,waktu,isi
Pemkab Lamtim Launching Desa Jaminan Sosial,"Senin 20-08-2018,17:00 WIB","
                                                                                        
                                                                             radarlampung.co.id - Pemerintah Kabupaten Lampung Timur menggelar Grand Launching Desa Jaminan Sosial Ketenagakerjaan, Senin (20/8). Acara yang dibuka Wakil Bupati Lamtim Zaeful Bokhari di Desa Mengandungsari Kecamatan Sekampungudik tersebut dihadiri Eko Darwanto selaku Dewan Pengawas BPJS Ketenagakerjaan. “Semoga ke depan masyarakat Lampung Timur  memahami tentang pentingnmya BPJS Ketenagakerjaan atau Jaminan Sosial Ketenagakerjaan. Kami menghimbau seluruh masyarakat untuk menjadi anggota Jaminan Sosial Ketenagakerjaan. Insyallah nantinya akan diikuti oleh desa-desa lain yang ada di Kabupaten Lampung Timur,” kata Zaeful dalam acara yang juga dihadiri Direktur Perencana Strategis dan Teknologi Informasi, Sumarjono, Deputi Direktur Bidang Perluasan Kepersertaan, Cotta Sembiring, Deputi Direktur Wilayah Sumbagsel, Arif Budiman, serta Kepala Kantor Cabang BPJS Ketenagakerjaan Bandar Lampung Heri Subroto. Kesempatan yang sama Eko Darwanto menjelaskan, BPJS Ketenagakerjaan merupakan program yang memberikan perlindungan bagi tenaga kerja untuk mengatasi risiko sosial ekonomi tertentu dan penyelenggaraannya menggunakan mekanisme asuransi sosial. Ada 4 macam jaminan yang ditawarkan oleh BPJS Ketenagakerjaan diantaranya adalah Jaminan Kecelakaan Kerja (JKK), Jaminan Kematian (JKM), Jaminan Hari Tua (JHT) dan Jaminan Pensiun (JP) dimana tentunya masing-masing jaminan memiliki keuntungannya tersendiri. (adv/ang) Cek Berita dan Artikel yang lain di  
                                "
Lamtim Gelar Festival Inovasi dan Tekhnologi,"Kamis 30-08-2018,14:15 WIB","
                                                                                        
                                                                             radarlampung.co.id - Lampung Timur merupakan Kabupaten yang memiliki potensi sumber daya alam melimpah. Demikian disampaikan Kepala Badan Penelitian dan Pengembangan Provinsi Lampung Mulyadi Irsan saat menghadiri Festival Inovasi dan Tekhnologi Daerah di halaman Islamic Centre Sukadana Lampung Timur, Kamis (30/8). \""Sumber daya alam merupakan salah satu modal dasar pembangunan daerah demi mensejahterakan rakyat,\"" jelas Mulyadi melalui acara yang dibuka Sekertaris Kabupaten Lamtim Syahrudin Putera. Namun lanjutnya, sumber daya alam itu akan bermanfaat bila diiringi dengan inovasi dan penerapan tekhnologi yang tepat guna.Karenanya, Mulyadi memberikan apresiasi kepada Pemkab Lamtim yang berupaya memanfaatkan sumber daya alam malului Festival Inovasi dan tekhnologi daerah. \""Kegiatan ini patut dicontoh kabupaten/kota lain,\"" harapnya. Kesempatan yang sama Syahrudin Putera menjelaskan, festival itu bukan hanya seremonial belaka. \""Output dari festival ini Pemkab telah menjalin kerjasama dengan kalangan dunia usaha untuk mengembangkan inovasi dan tekhnologi hasil krearivitas masyarakat Lamtim,\""terang Syahrudin didampingi Kepala Badan Perencanaan Pembangunan Daerah Lamtim Puji Riyanto dan para kepala satuan kerja perangkat daerah. (adv/ang) Cek Berita dan Artikel yang lain di  
                                "
Wabup Lamtim Buka Festival Desa Sribawono,"Senin 03-09-2018,15:49 WIB","
                                                                                        
                                                                             radarlampung.co.id - Berbagai kegiatan meriahkan Festival Desa Sribawono Kecamatan Bandarsribowono Lampung Timur, Senin (3/9). Antara lain, pawai budaya, hiburan rakyat dan pasar malam. Festival yang dibarengkan dengan peringatan hari ulang tahun Desa Sribowono ke 66 itu dibuka Wakil Bupati Lampung Timur Zaeful Bokhari. Dalam sambutannya Zaiful Bokhari berharap melalui festival itu, ke depan masyarakat Desa Sribowono semakin sejahtera. \""Sribowono merupakan salah satu desa yang menjadi pusat perdagangan di Lamtim. Ke depan kami berharap keberhasilan Sribowono membangun perekonomian masyarakat dapat menjadi contoh desa lain di Lamtim,\"" harap Zaeful dalam acara yang juga didhadiri Ketua TP PKK Kabupaten Lampung Timur, Puteri Ernawati, Kepala Dinas Pariwisata, Almaturidi, Kepala Dinas Pendidikan dan Kebudayaan, Yuliansyah, Kepala Dinas Perhubungan, Sudarman, Camat Bandar Sribhawono, Yudi Irawan beserta Forkopimcam. (adv/ang) Cek Berita dan Artikel yang lain di  
                                "
Bupati Lamtim Buka Bursa Inovasi Desa,"Rabu 05-09-2018,16:22 WIB","
                                                                                        
                                                                             radarlampung.co.id - Bupati Lampung Timur Chusnunia berharap seluruh desa  di kabupaten tersebut dapat. \""Ke depan seluruh diharapkan dapat mandiri termasuk dalam hal keuangan dan anggaran,\""harap Chusnunia saat membuka bursa inovasi desa di Gedung Pusiban Sukadana, Rabu (5/9). Salah satu upaya untuk dapat mandiri adalah melalui inovasi dalam penyusunan program pembangunan desa. \""Bursa inovasi ini harus dimanfaatkan seluruh desa untuk menentukan program yang akan dilaksanakan,\""terang Chusnunia dalam acara yang dihadiri Tim Leader Dinas Pemberdayaan Masyarakat Desa Provinsi Lampung Mashuri. Pada kesempatan itu dilaksanakan juga penandatangan perjanjian kerjasama dalam rangka pelaksanaan klinik pendampingan konsultasi desa (Mobil Clinic) yang merupakan hasil kerja bareng antara Pemerintah Kabupaten Lampung Timur melalui Dinas Pemberdayaan Masyarakat dan Pemerintahan Desa (DPMD) dengan Fakultas Ilmu Pemerintahan (FISIP) Unila. Kesempatan yang sama Kepala DPMPD Lamtim Syahrul Syah menjelaskan, klinik pendampingan konsultasi desa atau merupakan wadah yang berfungsi dalam membantu pengelolaan Dana Desa (DD). Kemudia  memfasilitasi berbagai kendala dan permasalahan yang ada seputar pelaksanaan DD yang ada di Kabupaten Lampung Timur. (adv/ang) Cek Berita dan Artikel yang lain di  
                                "
Bupati Lamtim Buka Festival Desa Girikarto,"Selasa 11-09-2018,19:26 WIB","
                                                                                        
                                                                             Radarlampung.co.id - Pemerintah Kabupaten Lampung Timur menggelar Festival Desa Girikarto Kecamatan Sekampung, Selasa (11/9). Rangkaian kegiatan pada acara Festival sekaligus peringatan hari ulang tahun Desa Girikarto ke 77 tersebut diawali dengan pawai budaya, pegelaran wayang kulit, penampilan kesenian tradisional jaranan, kesenian tradisional janger, senam bersama dan pameran serta berbagai perlombaan olahraga. Selain untuk mengenalkan kekayaan lokal yang ada, festival yang masuk dalam kalender wisata Kabupaten Lampung Timur tahun 2018 tersebut dibuka Bupati Chusnunia. “Festival ini merupakan cara untuk melestarikan kekayaan lokal sekaligus tempat berkumpulnya warga desa,” jelas Chusnunia didampingi Camat Sekampung Suparman dan para kepala desa setempat. Dilanjutkan, festival tersebut juga dilaksanakan dalam rangka menggugah kecintaan masyarakat dengan segala potensi yang ada untuk membangun desanya dengan semangat gotong royong. “Berbagai festival yang digelar Pemkab Lamtim merupakan salah satu upaya untuk meningkatkan potensi wisata lokal. Intinya, melalui berbagai festival Pemkab Lamtim ingin masyarakatnya bahagia dan sejahtera,” imbuh Chusnunia. (adv/ang) Cek Berita dan Artikel yang lain di  
                                "
Pemkab Lamtim Segera Bahas Tindak Lanjut Terbakarnya Pasar Way Jepara,"Kamis 26-03-2020,17:25 WIB","
                                                                                        
                                                                             
 radarlmpung.co.id - Pemerintah Kabupaten Lampung Timur meminta para pedagang yang menjadi korban terbakarnya Pasar Way Jepara bersabar.
 Kepala Dinas Perindustrian dan Perdagangan Lampung Timur Rosdi menjelaskan, Pemkab Lamtim segera akan mengambil kebijakan agar para pedagang yang menjadi korban terbakarnya Pasar Way Jepara segera dapat berusaha kembali. “Mengenai kebijakan yang akan diambil masih akan kami bahas bersama satuan kerja terkait,”jelas Rosdi.
 Dilanjutkan, salah satu solusi agar para pedagang dapat berusaha kembali adalah dengan menempatkan mereka di lokasi penampungan sementara. Menurut Rosdi, sebenarnya di Pasar Way Jepara sudah tersedia penampungan sementara. Yaitu yang berlokasi di depan Pasar Way Jepara. “Penampungan sementara itu, sebelumnya digunakan para pedagang saat pembangunan Pasar Rakyat yang berlokasi di samping area yang terbakar,”lanjut Rosdi.
 Sementara mengenai, total kerugian akibat terbakarnya Pasar Way Jepara, Rosdi menyatakan masih dalam tahap perhitungan. Sedangkan, terkait penyebab terbakarnya Pasar Way Jepara, Rosdi menyatakan saat ini masih dalam penyelidikan Polres Lamtim bersama tim Laboratorium Forensik (Labfor) Polri. “Kami masih menunggu hasil penyelidikan dari Labfor Polri, yang saat ini masih melakukan penyelidikan,”imbuh Rosdi.  
 Diketahui,  peristiwa kebakaran Pasar Way Jepara yang terjadi Selasa (24/3)  puk 21.30 WIB mengakibatkan 86 los (2x2,5 meter), toko (4 x 4 meter) dan kantor unit Pasar berikut fasilitas umumnya ludes terbakar. (wid/ang)
 Cek Berita dan Artikel yang lain di  
                                "
Tim Inafis Polda Sumsel Bersama Polres Lamtim Identifikasi Pasar Way Jepara yang Terbakar,"Kamis 26-03-2020,18:30 WIB","
                                                                                        
                                                                             
 radarlampung.co.id - Tim Indonesia Automatic Finger Print Identification System (Inafis) Polda Sumatra Selatan bersama Polres Lampung Timur melakukan penyelidikan di tempat kejadian peristiwa (TKP) terbakarnya Pasar Way Jepara Lampung Timur, Kamis (26/3).
 Kapolres Lampung Timur AKBP Wawan Setiawan melalui Kasat Reskrim AKP Faria Arista menjelaskan, yang menjadi pusat identifikasi terdapat di lima ruko di sebelah utara. Sebab, lokasi tersebut diduga menjadi titik awal api yang mengakibatkan terbakarnya 86 los, 14 toko, 50 kaki lima dan 1 unit kantor Pasar Way Jepara pada Selasa (24/3) lalu.
 Selain itu,  tim Inafis juga  melakukan identifikasi terhadap KWH meter yang menempel di Pos Satpam Pasar Way Jepara. Sebab, KWH meter tersebut kabel listriknya mengarah di salah satu ruko milik pedagang pasar Way Jepara. “Identifikasi juga dilakukan untuk menyelidiki penyebab kebakaran Pasar Way Jepara,”jelas AKP Faria Arista didampingi tim Inafis Polda Sumsel Ipda Dirli, Bripka Yudi dan Penata Tingkat I Taufik saat melakukan identifikasi di TKP.
 Lebih lanjut  AKP Faria menegaskan, semua tempat penyelidikan baru dugaan. Sedangkan, untuk memastikan kebenaran penyebab kebakaran tersebut baru bisa diketahui setelah barang bukti diuji di Laboratorium Forensik Polda Sumsel.
 Sejumlah barang bukti yang akan diuji di Labfor antara lain, kabel listrik. “Hasil uji laboratorium forensik, kemungkinan baru dapat diketahui dua pekan ke depan,”terang AKP Faria Arista.  (wid/ang)
 Cek Berita dan Artikel yang lain di  
                                "
KPU Lamtim Nonaktifkan PPK dan PPS,"Kamis 26-03-2020,20:13 WIB","
                                                                                        
                                                                             
 Radarlampung.co.id-Komisi Pemilihan Umum (KPU) Kabupaten Lampung Timur menonaktifkan seluruh badan adhoc. Ketua Komisioner KPU Lampung Timur Wasiat Jarwo Asmoro menjelaskan, badan adhoc yang dinonaktifkan itu terdiri dari panitia pemilihan kecamatan (PPK), panitia pemungutan suara (PPS). Itu termasuk sekretariat PPK dan PPS di seluruh Lamtim.  Menurutnya, penonaktifan badan adhoc tersebut merupakan tindak lanjut Surat Ketua KPU RI no. 285/PL.02-SD/01/KPU/III/2020 tentang tindak lanjut tahapan pelaksanaan pemilihan tahun 2020 oleh PPK dan PPS.  Menurutnya, melalui surat yang ditandangani Ketua KPU RI Arif Budiman tertanggal 24 Maret 2020 tersebut, seluruh KPU Kabupaten/Kota menunda seluruh aktifitas tahapan pemilihan yang dilaksanakan oleh PPK dan PPS.  Menindaklanjuti surat tersebut, KPU Lamtim telah menggelar rapat pleno. Hasilnya, KPU Lamtim menerbitkan surat keputusan nomor nomor 98/HK.03.1-Kpt/KPU-KAB/III/2020 tentang penonaktifan anggota PPK.  Kemudian surat keputusan nomor 99/HK.03.1-Kpt/KPU-KAB/III/2020 tentang penonaktifan sekretariat dan staf PPK. Selanjutnya, surat keputusan nomor 100/HK.03.1-Kpt/KPU-KAB/III/2020 tentang penonaktifan anggota PPS. Dilanjutkan, penonaktifkan badan adhoc tersebut yang ditetapkan melalui SK KPU Lamitm tertanggal 26 Maret 2020 itu berlaku mulai 1 April 2020 dengan batas waktu yang belum ditentukan menunggu petunjuk lebih lanjut dari KPU RI. “Dengan telah dinonaktifkanya badan adhoc tersebut, maka para anggota PPK, PPS termasuk sekretariat dan stafnya untuk sementara tidak mendapatkan pembayaran honor,”terang Wasiat Jarwo. Ditambahkan, penonaktifan badan adhoc tersebut dilaksanakan dalam rangka mendukung upaya pemerintah dalam rangka pencegahan penyebaran corona virus disease (covid)-19. Menurutnya, sebelumnya KPU Lamtim juga telah menerbitkan surat keputusan nomor no. 97/HK.03.1-Kpt/KPU-KAB/III/2020 tentang penundaan tahapan pemilihan bupati dan wakil bupati tahun 2020 dalam upaya pencegahan penyebaran corona virus disease (covid)-19. Melalui surat tertanggal 22 Maret 2020 itu, KPU Lamtim menunda pelantikan anggota PPS. (wid/ang)
 Cek Berita dan Artikel yang lain di  
                                "
Penerima BPNT Lamtim Meningkat 4.157 KPM,"Jumat 27-03-2020,12:00 WIB","
                                                                                        
                                                                             
  -  
 Lokasi pantauan antara lain E-Warung Turman di Desa Sumbergede dan E-Warung Pariyem, Desa Giriklopomulyo.
 Darmuji menjelaskan, pemantauan itu dilaksanakan guna memastikan distribusi  bantuan pangan non tunai (BPNT) berupa sembako bagi keluarga penerima manfaat (KPM) tepat waktu dan sasaran. 
 \""BPNT periode Maret yang disalurkan berupa beras, telur, buah, kentang dan kacang hijau,” kata Darmuji.
 Dilanjutkan, pemantauan juga dilaksanakan di Kecamatan Metrokibang.  \""Dari hasil pemantauan dua wilayah tersebut, tidak ada keluhan dan kendala dalam penyaluran sembako,” ujarnya.
 Lebih lanjut Darmuji menyebutkan, tahun ini BPNT disalurkan kepada 98.173 KPM atau meningkat 4.157 dibanding 2019 lalu. “Untuk memastikan BPNT tepat sasaran maka Dinas Sosial akan memasang stiker di rumah KPM,” paparnya.  
 Cek Berita dan Artikel yang lain di  
                                "
Forkopimda Lamtim Semprot Disinfektan di Islamic Center dan RSUD,"Jumat 27-03-2020,14:30 WIB","
                                                                                        
                                                                             
  -  
 Penyemprotan disinfektan yang dipimpin Bupati Zaiful Bokhari itu diikuti Dandim 0429 Letkol Kav. Muhammad Darwis, Kapolres AKBP Wawan Setiawan beserta kepala organisasi perangkat daerah.
 “Semoga penyemprotan disinfektan ini dapat mencegah penyebaran Covid-19. Mudah-mudahan tidak ada warga Lamtim yang terserang,” harap Zaiful.
 Zaiful juga mengajak media untuk bersama-sama melawan penyebaran virus Covid-19 ini. \""Saya mengajak rekan media untuk bersama melawan virus Corona. Sampaikan berita positif yang terkonfirmasi dengan pihak terkait,\"" tegasnya.
 Senada disampaikan Dandim 0429 Letkol Kav. M.Darwis dan Kapolres Lamitm AKBP Wawan Setiawan.
 Sebelumnya, personel gabungan Kodim 0429, Polres, Badan Penanggulan Bencana Daerah (BPBD), Polisi Pamong Praja dan Dinas Kesehatan Lampung Timur menyemprot disinfektan di Masjid Babut Taubat dan Pasar Sukadana, Kamis (26/3).
 Kegiatan serupa juga dilaksanakan oleh Koramil dan Polsek pada sejumlah fasilitas umum. \""Mudah-mudahan penyemprotan disinfektan tersebut dapat mencegah penyebaran Covid-19,” kata Letkol Kav. M. Darwis didampingi Kabag Sumda Polres Lamtim Kompol Salman. 
  
 Cek Berita dan Artikel yang lain di  
                                "
